E14000765,"Jarrow","Kate Osborne",None,None,None
E14000770,"Kingston and Surbiton","Edward Davey",https://twitter.com/EdwardJDavey,http://www.edwarddavey.co.uk,None
E14000771,"Kingston upon Hull East","Karl Turner",https://twitter.com/KarlTurnerMP,None,https://facebook.com/karlturner4easthull
E14000772,"Kingston upon Hull North","Diana R. Johnson",https://twitter.com/DianaJohnsonMP,None,https://facebook.com/DianaJohnsonHullNorth
E14000773,"Kingston upon Hull West and Hessle","Emma Hardy",https://twitter.com/EmmaHardyMP,None,None
E14000775,"Knowsley","George Howarth",None,http://www.georgehowarth.org.uk/,None
E14000776,"Lancaster and Fleetwood","Cat Smith",https://twitter.com/CatSmithMP,None,https://facebook.com/catsmithmp
E14000793,"Liverpool, Riverside","Kim Johnson",None,None,None
E14000794,"Liverpool, Walton","Dan Carden",https://twitter.com/DanCardenMP,None,None
E14000798,"Louth and Horncastle","Victoria Atkins",https://twitter.com/vmatkins,https://www.victoriaatkins.org.uk/,https://facebook.com/VoteVictoriaAtkins
E14000803,"Maidenhead","Theresa May",https://twitter.com/theresa_may,http://www.tmay.co.uk/,https://facebook.com/TheresaMayOfficial
E14000806,"Maldon","John Whittingdale",https://twitter.com/jwhittingdale,http://www.johnwhittingdale.org.uk/,https://facebook.com/johnwhittingdale4maldon
E14000811,"Meon Valley","Flick Drummond",https://twitter.com/FlickD,None,https://facebook.com/PortsmouthConservatives
E14000817,"Mid Sussex","Mims Davies",https://twitter.com/mimsdavies,https://www.mimsdavies.org.uk/,https://facebook.com/Mims4Eastleigh
E14000819,"Middlesbrough","Andy McDonald",https://twitter.com/AndyMcDonaldMP,None,https://facebook.com/AndyMcDonaldMP
E14000820,"Middlesbrough South and East Cleveland","Simon Clarke",https://twitter.com/SimonClarkeMP,https://www.simon-clarke.org.uk/,https://facebook.com/simon4MSEC
E14000825,"Morecambe and Lunesdale","David Morris",https://twitter.com/davidmorrisml,None,https://facebook.com/davidmorrisml
E14000827,"New Forest East","Julian Lewis",None,http://www.julianlewis.net,None
E14000828,"New Forest West","Desmond Swayne",https://twitter.com/DesmondSwayne,http://www.desmondswaynemp.com,https://facebook.com/Desmond.Swayne
E14000831,"Newcastle upon Tyne Central","Chi Onwurah",https://twitter.com/ChiOnwurah,None,None
E14000832,"Newcastle upon Tyne East","Nick Brown",None,http://www.nickbrownmp.com/,None
E14000833,"Newcastle upon Tyne North","Catherine McKinnell",https://twitter.com/catmckinnell,None,https://facebook.com/CatMcKinnell
E14000848,"North Norfolk","Duncan Baker",None,None,None
E14000850,"North Somerset","Liam Fox",https://twitter.com/LiamFox,http://www.liamfoxmp.co.uk/,https://facebook.com/drliamfox
E14000859,"North West Norfolk","James Wild",None,None,None
E14000877,"Penrith and The Border","Neil Hudson",None,None,None
E14000881,"Poole","Robert Syms",https://twitter.com/robertsymsMP,,None
E14000882,"Poplar and Limehouse","Apsana Begum",None,None,None
E14000883,"Portsmouth North","Penny Mordaunt",https://twitter.com/PennyMordaunt,None,https://facebook.com/PortsmouthConservatives
E14000885,"Preston","Mark Hendrick",https://twitter.com/MpHendrick,http://www.markhendrick.labour.co.uk/,https://facebook.com/hendrick4preston
E14000887,"Putney","Fleur Anderson",None,None,None
E14000891,"Redcar","Jacob Young",None,None,None
E14000893,"Reigate","Crispin Blunt",https://twitter.com/crispinbluntmp,http://www.epolitix.com/EN/MPWebsites/Crispin+Blunt,https://facebook.com/crispinbluntreigate
E14000894,"Ribble Valley","Nigel Evans",https://twitter.com/ElectNigel,http://www.nigelmp.com,https://facebook.com/Nigel-Evans-103118746394453
E14000896,"Richmond Park","Sarah Olney",None,http://www.saraholney.org.uk/,None
E14000907,"Runnymede and Weybridge","Ben Spencer",None,None,None
E14000913,"Scarborough and Whitby","Robert Goodwill",https://twitter.com/transportgovuk,None,None
E14000916,"Sefton Central","Bill Esterson",https://twitter.com/Bill_Esterson,https://www.billesterson.org.uk/,https://facebook.com/BillEsterson4SeftonCentral
E14000932,"Somerton and Frome","David Warburton",https://twitter.com/djwarburton,None,https://facebook.com/DavidWarburtonSomertonAndFrome
E14000936,"South Dorset","Richard Drax",None,https://www.richarddrax.com/,https://facebook.com/draxmp2017
E14000939,"South Holland and The Deepings","John Hayes",None,None,None
E14000943,"South Ribble","Katherine Fletcher",None,None,None
E14000944,"South Shields","Emma Lewell-Buck",https://twitter.com/EmmaLewellBuck,None,https://facebook.com/emma.lewellbuckmp
E14000946,"South Suffolk","James Cartlidge",https://twitter.com/jc4southsuffolk,https://www.jamescartlidge.com/,https://facebook.com/james4southsuffolk
E14000955,"Southampton, Itchen","Royston Smith",https://twitter.com/royston_smith,None,https://facebook.com/roystonsmithsoton
E14000956,"Southampton, Test","Alan Whitehead",https://twitter.com/alanwhiteheadmp,http://www.alan-whitehead.org.uk,https://facebook.com/alanwhiteheadmp
E14000959,"Spelthorne","Kwasi Kwarteng",https://twitter.com/KwasiKwarteng_,None,https://facebook.com/Kwasi-Kwarteng-4-Spelthorne-107861645918705
E14000970,"Stockton North","Alex Cunningham",https://twitter.com/ACunninghamMP,https://www.alexcunninghammp.com/,https://facebook.com/acunninghammp
E14000981,"Suffolk Coastal","Therese Coffey",https://twitter.com/theresecoffey,http://theresecoffey.co.uk/,https://facebook.com/ThereseCoffey
E14000982,"Sunderland Central","Julie Elliott",https://twitter.com/JulieElliottMP,https://www.julie4sunderland.co.uk/,https://facebook.com/JulieElliottSunderland
E14000988,"Taunton Deane","Rebecca Pow",https://twitter.com/pow_rebecca,None,https://facebook.com/RebeccaPow
E14000993,"Thirsk and Malton","Kevin Hollinrake",https://twitter.com/kevinhollinrake,None,https://facebook.com/kevin.hollinrake
E14000994,"Thornbury and Yate","Luke Hall",https://twitter.com/LukeHall,None,https://facebook.com/LukeHallThornburyandYate
E14000996,"Tiverton and Honiton","Neil Parish",https://twitter.com/neil_parish,None,https://facebook.com/Neil-Parish-165344071283
E14001005,"Twickenham","Munira Wilson",None,None,None
E14001008,"Vauxhall","Florence Eshalomi",None,None,None
E14001022,"Waveney","Peter Aldous",https://twitter.com/peter_aldous,http://www.peteraldous.com/,https://facebook.com/peteraldouswaveney
E14001026,"Wells","James Heappey",https://twitter.com/jsheappey,None,https://facebook.com/jheappey
E14001031,"West Dorset","Chris Loder",None,None,None
E14001032,"West Ham","Lyn Brown",https://twitter.com/lynbrownmp,http://www.lynbrown.org.uk/,None
E14001033,"West Lancashire","Rosie Cooper",https://twitter.com/rosie4westlancs,http://www.rosiecooper.net/,https://facebook.com/Rosie4WestLancs
E14001037,"Westmorland and Lonsdale","Tim Farron",https://twitter.com/timfarron,http://www.timfarron.co.uk,https://facebook.com/timfarronmp
E14001038,"Weston-Super-Mare","John Penrose",https://twitter.com/JohnPenroseNews,None,https://facebook.com/john.penrose.37
E14001042,"Windsor","Adam Afriyie",https://twitter.com/AdamAfriyie,http://www.adamafriyie.org/,https://facebook.com/adamafriyieofficial
E14001043,"Wirral South","Alison McGovern",https://twitter.com/Alison_McGovern,None,https://facebook.com/alisonmcgovernforwirralsouth
E14001045,"Witham","Priti Patel",https://twitter.com/pritipatel,None,None
E14001053,"Workington","Mark Jenkinson",None,None,None
E14001055,"Worthing West","Peter Bottomley",https://twitter.com/PBottomleyMP,http://www.peterbottomley.org.uk/,https://facebook.com/Sir-Peter-Bottomley-MP-293136030810246
E14001056,"Wycombe","Steven Baker",https://twitter.com/stevebakerhw,http://www.stevebaker.info/,https://facebook.com/SteveBakerWycombe
E14001057,"Wyre and Preston North","Ben Wallace",https://twitter.com/BWallaceMP,http://www.benwallacemp.com/,https://facebook.com/benwallaceWPN
E14001060,"Yeovil","Marcus Fysh",https://twitter.com/marcusfysh,None,https://facebook.com/MarcusFyshForYeovil
W07000042,"Delyn","Rob Roberts",None,None,None
W07000043,"Alyn and Deeside","Mark Tami",https://twitter.com/MarkTamiMP,http://www.marktami.co.uk/,https://facebook.com/alynanddeesidelabourparty
W07000045,"Llanelli","Nia Griffith",https://twitter.com/NiaGriffithMP,None,https://facebook.com/Nia-Griffith-MP-154165864657660
W07000046,"Gower","Tonia Antoniazzi",https://twitter.com/ToniaAntoniazzi,http://www.toniaantoniazzi.co.uk/,https://facebook.com/ToniaForGower
W07000047,"Swansea West","Geraint Davies",https://twitter.com/GeraintDaviesMP,http://www.geraintdavies.org.uk/,https://facebook.com/GeraintDaviesMP
W07000048,"Swansea East","Carolyn Harris",https://twitter.com/carolynharris24,None,https://facebook.com/CarolynHarrisMPSwanseaEast
W07000049,"Aberavon","Stephen Kinnock",https://twitter.com/skinnock,None,https://facebook.com/stephenkinnock
W07000054,"Monmouth","David Davies",https://twitter.com/davidtcdavies,https://www.david-davies.org.uk/,https://facebook.com/davidtcdavies
W07000055,"Newport East","Jessica Morden",https://twitter.com/jessicamordenmp,None,https://facebook.com/JessicaMorden4NewportEast
W07000056,"Newport West","Ruth Jones",https://twitter.com/RuthNewportWest,None,https://facebook.com/RuthNewportWest
W07000057,"Arfon","Hywel Williams",https://twitter.com/hywelplaidcymru,http://www.hywelwilliams.plaidcymru.org/,https://facebook.com/HywelWilliamsASMP
W07000058,"Aberconwy","Robin Millar",None,None,None
W07000059,"Clwyd West","David Jones",https://twitter.com/DavidJonesMP,http://www.davidjones-mp.com/,None
W07000060,"Vale of Clwyd","James Davies",https://twitter.com/JamesDavies,None,https://facebook.com/jamesdavies4mp
W07000061,"Dwyfor Meirionnydd","Liz Saville-Roberts",https://twitter.com/lsrplaid,None,https://facebook.com/LizSavilleRoberts
W07000064,"Ceredigion","Ben Lake",https://twitter.com/BenMLake,None,None
W07000065,"Preseli Pembrokeshire","Stephen Crabb",https://twitter.com/SCrabbMP,http://www.stephencrabb.com/,https://facebook.com/StephenCrabbPembs
W07000066,"Carmarthen West and South Pembrokeshire","Simon Hart",https://twitter.com/Simonhartmp,None,https://facebook.com/simon.hart.737
W07000067,"Carmarthen East and Dinefwr","Jonathan Edwards",https://twitter.com/JonathanPlaid,None,https://facebook.com/PlaidSirGar
W07000073,"Bridgend","Jamie Wallis",None,None,None
W07000078,"Vale of Glamorgan","Alun Cairns",https://twitter.com/AlunCairns,https://www.aluncairns.com/,https://facebook.com/aluncairns
W07000080,"Cardiff South and Penarth","Stephen Doughty",https://twitter.com/SDoughtyMP,https://stephendoughty.org.uk/,https://facebook.com/StephenDoughtyMP
